Id,Predicted
5895,0.0014772432932271817
7122,0.8732223629258901
6173,2.7913788717581767e-05
6142,3.700827444497179e-08
5358,0.0003579721074119524
6095,0.030609635293055826
6878,0.006682668452301144
6554,1.8541663580950996e-05
6793,0.49048112600789884
7286,1.2065252022241957e-05
6076,0.2549856570915813
5134,0.08426934132006803
5419,0.9968681361653314
6255,0.4271563740084455
5656,0.8889693481862359
6934,0.0021895306335653064
6028,0.0027285230508562464
6490,0.26773654038513917
6415,9.53852047738124e-05
7087,7.988780604595291e-06
5420,0.024025799269102865
5977,0.020032933585397483
6824,0.9992922416763078
5207,0.0018577249631277493
7115,3.943110654425208e-05
7250,0.6045962836079577
6010,0.0007740842829333516
6088,0.06921735333994017
5682,0.06606883308522282
7201,0.01683560050635602
6938,0.00012045209266298151
6875,0.9522193397096129
5953,0.1448172566336965
5942,2.6303186295706382e-09
5382,4.854292923128778e-05
6377,0.00027657914798995265
5931,0.986733636229419
5992,0.0001916944780500085
5790,0.05916255881741206
6753,0.9114650750246948
6562,0.0013941946309355968
7046,0.0001474552581991473
5868,3.3967469559303964e-07
5784,0.9974404249959921
5878,5.034448625762522e-07
5110,1.6447871978630957e-05
5210,0.0011734408294920007
7230,2.1664599063608847e-06
5005,0.010892506628225829
6871,0.03948706575280336
5363,0.9993198350280117
7253,0.0003284205746962865
6055,0.9914716315944048
5072,0.9952999534199954
6913,0.015877201087018733
6386,0.712591781275508
5634,3.3824260441406295e-05
5758,0.9977865063935284
6819,0.5166962714793593
7088,0.000334906805747881
5039,1.1275197314697394e-06
5532,0.0032986607146962
6037,0.00020458196487094238
6322,0.07030340217785025
6887,1.0662723192167434e-06
6660,0.19330816319230015
5451,0.30857966670650716
6014,6.66589985431898e-08
5556,0.48610057835723053
6346,0.9985879952381904
5850,0.9827393611698138
5940,0.003718015331786062
7119,0.614806099757461
5253,0.09871521933957916
6851,0.9996423302415262
6695,2.941245690812888e-05
6908,0.0005601769557980196
7255,0.6666973555884986
5674,0.0006907235178741367
6278,0.026090595951330453
5486,0.7856658933035165
5174,0.1483117529389838
6621,1.2219518473743918e-06
6313,0.00014259115764203578
6435,0.003174086349584493
6970,0.11986372802761991
6310,0.2579703098792614
5932,0.989844387580738
6877,1.2814901292124148e-05
6763,0.7242069795718512
7085,0.7106420191558122
7049,0.0007744092581219997
6959,0.9959603345259449
5214,0.0010070482894968258
6350,0.9368992180057544
5063,0.9988674189397032
5041,0.022105689390577
5086,0.8817976702728499
6942,3.5899487310642186e-06
5270,0.3676486225130171
6705,0.6855596677801113
7051,2.7860927305778382e-05
6758,0.0003028119655885675
6249,0.0009631297318314358
5808,0.0008053799760511238
5377,0.007229272566257494
5446,2.1710395950003125e-05
5856,0.9658064939243152
4986,1.0474479061883812e-09
7001,0.002084642115826485
6677,0.08148506018528034
6665,0.0026450707480604185
5817,0.9970274391960323
6984,1.1578400008760426e-06
6541,0.00024022910168131073
5117,0.013556508034906378
6097,8.162962217284075e-08
5389,0.009357378237736746
7219,2.1643626355927204e-05
6338,0.9694876549271918
6922,0.07613044221036025
5367,0.07169676161301342
5638,0.6806372554680364
5830,0.0050343223629210065
5338,0.6536994616569641
6007,0.08226297215888334
6612,0.0009334295042499052
