Id,Predicted
5895,0.007395833333333332
7122,0.8601041666666669
6173,0.008958333333333334
6142,0.009479166666666667
5358,0.06427083333333333
6095,0.005937500000000001
6878,0.3596875
6554,0.21979166666666664
6793,0.24947916666666664
7286,0.03145833333333334
6076,0.10645833333333332
5134,0.09031249999999998
5419,0.3470833333333331
6255,0.57875
5656,0.5992708333333333
6934,0.038854166666666676
6028,0.16447916666666668
6490,0.6509375
6415,0.18583333333333332
7087,0.023125
5420,0.28708333333333336
5977,0.3990625
6824,0.7464583333333331
5207,0.05875000000000001
7115,0.0603125
7250,0.11166666666666666
6010,0.5479166666666666
6088,0.5248958333333335
5682,0.11072916666666666
7201,0.10614583333333334
6938,0.0278125
6875,0.3948958333333335
5953,0.23880208333333328
5942,0.003333333333333333
5382,0.07812499999999999
6377,0.04229166666666667
5931,0.5903124999999999
5992,0.018958333333333334
5790,0.6260416666666667
6753,0.34159722222222216
6562,0.10791666666666667
7046,0.05437500000000001
5868,0.0078125
5784,0.44145833333333345
5878,0.0075
5110,0.009895833333333333
5210,0.08614583333333332
7230,0.10479166666666667
5005,0.22895833333333332
6871,0.14468750000000002
5363,0.9820833333333333
7253,0.0284375
6055,0.7189583333333335
5072,0.24364583333333328
6913,0.07322916666666668
6386,0.03875
5634,0.03760416666666667
5758,0.3313541666666667
6819,0.3499999999999999
7088,0.007291666666666666
5039,0.026979166666666665
5532,0.02989583333333333
6037,0.0030208333333333333
6322,0.12125000000000004
6887,0.15562500000000004
6660,0.2604166666666667
5451,0.2757291666666668
6014,0.005625
5556,0.15479166666666674
6346,0.2567708333333332
5850,0.3921874999999999
5940,0.21453124999999995
7119,0.034479166666666665
5253,0.6139583333333334
6851,0.8848958333333334
6695,0.1523541666666667
6908,0.38833333333333336
7255,0.66875
5674,0.10354166666666664
6278,0.1938541666666667
5486,0.12947916666666667
5174,0.033854166666666664
6621,0.05260416666666666
6313,0.11020833333333334
6435,0.3101041666666666
6970,0.1223958333333333
6310,0.09958333333333336
5932,0.26697916666666666
6877,0.2704166666666666
6763,0.22947916666666657
7085,0.44947916666666676
7049,0.05333333333333334
6959,0.7156249999999996
5214,0.05708333333333332
6350,0.03135416666666666
5063,0.7457291666666667
5041,0.1096875
5086,0.13354166666666667
6942,0.005729166666666667
5270,0.07968749999999993
6705,0.508125
7051,0.1651041666666667
6758,0.1503125
6249,0.2721874999999999
5808,0.016875
5377,0.11500000000000002
5446,0.134375
5856,0.8598958333333334
4986,0.005520833333333333
7001,0.13531249999999997
6677,0.05718749999999999
6665,0.010833333333333332
5817,0.7684374999999999
6984,0.06239583333333334
6541,0.0034375
5117,0.06999999999999999
6097,0.017083333333333336
5389,0.49796875000000007
7219,0.024270833333333335
6338,0.31864583333333335
6922,0.21677083333333322
5367,0.21760416666666654
5638,0.05864583333333335
5830,0.05135416666666666
5338,0.6854166666666667
6007,0.18958333333333335
6612,0.08468750000000001
5718,0.005729166666666666
6104,0.1305208333333333
5229,0.02041666666666667
6625,0.24250000000000008
5206,0.1096875
5963,0.4300000000000002
4990,0.008645833333333332
6641,0.4274305555555557
5369,0.11291666666666664
6196,0.1679166666666667
5236,0.014375
5719,0.22958333333333333
5643,0.3264583333333333
7050,0.12020833333333333
6355,0.09229166666666666
6688,0.11697916666666668
6239,0.5835416666666666
5531,0.0259375
6113,0.03687500000000001
7181,0.24677083333333322
6118,0.08427083333333335
7264,0.09125000000000001
5343,0.027812500000000004
5051,0.1375
5779,0.31604166666666667
6605,0.0328125
6655,0.20302083333333326
6534,0.06177083333333333
5681,0.07666666666666665
6607,0.013125
6242,0.46536458333333314
7242,0.05958333333333333
7277,0.03822916666666667
6675,0.0055208333333333325
5398,0.022604166666666668
5956,0.20218750000000005
5731,0.7046875000000002
6956,0.46989583333333335
6437,0.5041493055555556
5447,0.6194791666666667
5973,0.14583333333333337
6075,0.735625
5281,0.07645833333333332
