amount,duration,frequency_issuance_after_transaction,frequency_monthly_issuance,frequency_weekly_issuance,NumberOfPeople,cc_type_classic,cc_type_gold,cc_type_junior,sex,Cluster,balance,NumberOfTrans,amount_min,amount_max,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,n_A,n_B,n_C,n_D,n_E,n_F,p_A,p_B,p_C,p_D,p_E,p_F,n_credit,n_withdraw,p_credit,p_withdraw,n_kA,n_kB,n_kC,n_kD,n_kE,n_kF,n_kG,p_kA,p_kB,p_kC,p_kD,p_kE,p_kF,p_kG,Age
-0.5253587652269621,60,0,1,0,1,0.0,0.0,0.0,1,0,0.27550675800949537,0.08364897362687766,0.2220323955919056,-0.11306423826680029,-0.2408444156794321,-0.24444410363107658,0.05143771312344292,-0.03681155302031128,0.7777070499634557,-0.6154687868136117,0.08726622702231807,-0.6122033275115841,0.03562344835668191,0.4152577165604441,-0.17539494796203192,-0.06606979683094459,0.1797752808988764,0.0,0.449438202247191,0.21348314606741572,0.0,0.15730337078651685,-0.24265287980259556,0.22934305356033502,0.33707865168539325,0.6629213483146067,-0.06606979683094459,0.4580824160231414,0.18528069829474847,-0.41752520945462723,-0.16250963391422613,,-0.13177777294612097,0.17721518987341772,0.11392405063291139,0.12658227848101267,0.0,0.0,0.0,0.5822784810126582,-0.421365422216496
0.8623086324483624,36,0,1,0,1,0.0,0.0,0.0,0,0,-1.3730709393039444,-0.16576075325142334,0.2220323955919056,0.20909390306839265,-0.6210930659500559,-0.30785223644286774,-0.6006424676726281,-0.022533266395565486,-0.9063322497868684,0.28634745199257455,-0.08435735278824065,-0.6122033275115841,-0.6158518655020478,0.6653661498439782,-0.17539494796203192,0.06834806568718418,0.1794871794871795,0.0,0.3333333333333333,0.2948717948717949,0.0,0.19230769230769232,-0.3107187430752729,-0.08680741746909884,0.3717948717948718,0.6282051282051282,0.06834806568718418,-0.031337630069993544,-0.37056139658949694,0.8847120076990119,1.1753603755191704,,-0.7071880308500642,0.22388059701492538,0.08955223880597014,0.1044776119402985,0.08955223880597014,0.014925373134328358,0.0,0.47761194029850745,0.5992259846468281
0.6285331313281134,48,1,0,0,1,0.0,0.0,0.0,0,0,0.11081435342809345,2.0562531771188945,0.2715637360599156,0.31583360251909,-0.5171158778818754,-0.25826991845619923,-0.2061996558200857,-0.30054042538968484,-0.27249865663624445,-0.3652913435644992,-1.0282870417463135,2.3811665335257195,1.5247098800337784,3.041396266037553,-0.17539494796203192,0.7404373782778281,0.017045454545454544,0.11363636363636363,0.4090909090909091,0.3465909090909091,0.0,0.11363636363636363,0.6422033427422101,2.5688565391781455,0.24431818181818182,0.7556818181818182,0.7404373782778281,1.60006252357379,1.2969648880632392,2.8380678334294704,-0.16250963391422613,,1.2245464063988882,0.136986301369863,0.1095890410958904,0.1095890410958904,0.10273972602739725,0.0,0.0,0.541095890410959,1.3842962976186157
0.5396185176541725,60,0,1,0,2,0.0,0.0,0.0,0,0,-0.06143450065591008,-0.32447603399216035,0.7063388357235589,-0.3197415974973172,-0.24889568933580453,-0.5346723677835331,0.13731683610461912,-0.4497633846354803,0.0397753549737554,-0.6042710681822543,-1.114098831651593,0.8844816030070677,-0.6158518655020478,0.7278932581648618,-0.17539494796203192,-0.7381591094215885,0.028169014084507043,0.14084507042253522,0.36619718309859156,0.3380281690140845,0.0,0.1267605633802817,-0.8552456492566919,-0.05519237036615545,0.29577464788732394,0.704225352112676,-0.7381591094215885,-0.031337630069993544,-0.7411227931789939,0.8847120076990119,-0.16250963391422613,,-0.6660872981426397,0.15254237288135594,0.1016949152542373,0.0847457627118644,0.1016949152542373,0.0,0.0,0.559322033898305,1.0702681724299006
-0.9869155238489924,12,0,1,0,1,0.0,0.0,0.0,1,0,-1.1582741963778935,0.6504892619866527,1.5758890350508457,-1.826655001507162,-0.6448502008485109,-1.71725073811017,0.09437727461403102,-1.7129046232329517,-1.7326740504507248,-1.8385717052159896,1.5460666554120672,-0.6122033275115841,0.3148271542961375,0.22767639159779346,-0.17539494796203192,0.6060195157596993,0.2894736842105263,0.0,0.40350877192982454,0.14035087719298245,0.0,0.16666666666666666,1.2547961121963065,0.32418819486916517,0.45614035087719296,0.543859649122807,0.6060195157596993,1.60006252357379,1.1116841897684908,-0.41752520945462723,-0.16250963391422613,,0.6080354157875204,0.16666666666666666,0.14035087719298245,0.13157894736842105,0.0,0.0,0.0,0.5614035087719298,1.3842962976186157
-0.7386539339841125,60,0,1,0,1,0.0,0.0,0.0,1,0,0.7619754387393065,0.6504892619866527,0.023907033719865568,-0.12377514236392909,-0.3822041794518606,-0.10375929870792366,-0.07738097134832139,-0.5278215502277817,-0.15830097299288046,-0.9709876179507418,0.5163251765487148,-0.6122033275115841,0.919768517164958,0.16514928327690992,-0.17539494796203192,0.6060195157596993,0.18421052631578946,0.0,0.5175438596491229,0.13157894736842105,0.0,0.16666666666666666,0.4380057529241781,0.7035687601044858,0.3508771929824561,0.6491228070175439,0.6060195157596993,1.4369225082094115,1.1116841897684908,-0.41752520945462723,-0.16250963391422613,,0.6491361484949449,0.16666666666666666,0.13157894736842105,0.13157894736842105,0.0,0.0,0.0,0.5701754385964912,0.28519785945811293
-1.1145929129223593,12,0,1,0,1,0.0,0.0,0.0,0,0,-0.030358005286221377,-0.6192329839392433,1.3502462618076891,-1.6451852010569568,-0.07694609147522063,-1.5343821206834316,-0.2061996558200857,-1.2112955515798598,-0.5247756617267398,-1.115987870207416,0.0014544371170387056,-0.6122033275115841,-0.662385816491957,-0.7727573415363432,-0.17539494796203192,0.4716016532415705,0.25862068965517243,0.0,0.43103448275862066,0.0,0.0,0.3103448275862069,-0.03845528998456346,-0.8455685479397401,0.5689655172413793,0.43103448275862066,0.4716016532415705,-1.0101777222562636,-0.7411227931789939,-0.41752520945462723,-0.16250963391422613,,-0.5838858327277907,0.3103448275862069,0.0,0.08620689655172414,0.0,0.0,0.0,0.603448275862069,-1.755984954268535
1.9400736350488954,48,0,1,0,2,0.0,0.0,0.0,1,0,0.046751633922981,-1.5715246683836654,0.4366682042866156,-0.1413496430520341,1.8171763499750635,0.6423996798316248,0.09437727461403102,-0.35409798123876174,0.0328379840809559,0.2546987349763988,-0.7708516720304756,-0.6122033275115841,-1.546530885300233,-0.7727573415363432,-0.17539494796203192,-1.4102484220122324,0.375,0.0,0.375,0.0,0.0,0.25,-1.6039701452561428,-1.4462544428956643,0.625,0.375,-1.4102484220122324,-1.0101777222562636,-1.6675262846527361,-0.41752520945462723,-0.16250963391422613,,-1.5292026849985547,0.25,0.0,0.0,0.0,0.0,0.0,0.75,-1.6774779229713563
0.2434029788415492,60,0,0,1,1,0.0,0.0,0.0,1,0,-0.7351086839395501,0.7638573196586077,-1.632641130821358,0.626572935176022,-0.5536647715360213,0.8328086936575404,-0.2061996558200857,2.3895876719357645,1.381394070920904,2.075761337767825,1.3744430756015085,-0.6122033275115841,0.36136110528604676,0.35273060823956054,-0.17539494796203192,1.1436909658322143,0.2605042016806723,0.0,0.3949579831932773,0.15126050420168066,0.0,0.19327731092436976,1.3909278387416613,0.4190333361779953,0.453781512605042,0.5462184873949579,1.1436909658322143,0.4580824160231414,0.0,-0.41752520945462723,-0.16250963391422613,,0.813539079324643,0.20909090909090908,0.08181818181818182,0.08181818181818182,0.0,0.0,0.0,0.6272727272727273,0.7562400472411855
-0.7471457791102754,36,0,1,0,1,0.0,0.0,0.0,1,0,-1.017509825172622,0.5824684273834797,1.2401766163232224,-1.3321682623563824,-0.5934238172231668,-1.329356227632487,-0.2061996558200857,-1.3406448783188973,-1.274328548163285,-1.4764733043819738,-0.6850398821251962,1.7824925613182585,-0.10397840461304589,1.4782185580154643,-0.17539494796203192,0.06834806568718418,0.06306306306306306,0.14414414414414414,0.3333333333333333,0.32432432432432434,0.0,0.13513513513513514,0.3018740263788234,0.6719537130015424,0.34234234234234234,0.6576576576576577,0.06834806568718418,0.9475024621162764,0.37056139658949694,2.186949224852651,-0.16250963391422613,,-0.008475574823847412,0.15151515151515152,0.12121212121212122,0.1111111111111111,0.12121212121212122,0.0,0.0,0.494949494949495,-1.127928703891105
-0.3300463273252156,60,0,1,0,1,0.0,0.0,0.0,1,0,-0.8099440098004681,-0.9593371569551083,0.970505984886279,-0.47277210086204247,-0.2278415619550028,-0.5560367303584232,-0.07738097134832139,-0.6155339685781052,-0.22372563197552442,-0.3996756599545214,-0.4276045124093581,-0.6122033275115841,-0.8019876694616849,-0.5226489082528091,-0.17539494796203192,-1.006994834457846,0.23255813953488372,0.0,0.5116279069767442,0.09302325581395349,0.0,0.16279069767441862,-1.1275091023474013,-0.8139535008367967,0.3953488372093023,0.6046511627906976,-1.006994834457846,-0.6838976915275069,-1.1116841897684908,-0.41752520945462723,-0.16250963391422613,,-0.8304902289723378,0.17073170731707318,0.04878048780487805,0.07317073170731707,0.0,0.0,0.0,0.7073170731707317,-0.7353935474052111
-0.8657318986956325,12,0,1,0,1,0.0,0.0,0.0,1,0,-0.9600964340063871,-0.4605177031985063,1.0640651835480757,-0.9022547323888679,-0.457419251453967,-0.8801589615949686,-0.07738097134832139,-0.7174687495280518,-0.7883704575332408,-0.5804845841482058,0.0014544371170387056,-0.6122033275115841,-0.29011420857268294,-0.397594691611042,-0.17539494796203192,-0.46932338438533094,0.23076923076923078,0.0,0.5076923076923077,0.09230769230769231,0.0,0.16923076923076924,-0.5149163328933051,-0.4029578884985327,0.4,0.6,-0.46932338438533094,-0.031337630069993544,-0.37056139658949694,-0.41752520945462723,-0.16250963391422613,,-0.33728143648324355,0.16923076923076924,0.09230769230769231,0.1076923076923077,0.0,0.0,0.0,0.6307692307692307,0.6777330159440068
2.1540681322282005,60,0,1,0,1,0.0,0.0,0.0,0,1,-1.2899543350679752,-1.0953788261614543,-0.7465804846714011,0.6274347320574002,-0.4199495024156783,0.7216009503775518,0.008498151632854814,1.507259610726376,0.02691630346134223,2.0215563365236298,-0.4276045124093581,-0.6122033275115841,-0.9415895224314127,-0.7727573415363432,-0.17539494796203192,-0.8725769719397173,0.2702702702702703,0.0,0.5135135135135135,0.0,0.0,0.21621621621621623,-1.059443239074724,-1.0352588305574004,0.4864864864864865,0.5135135135135135,-0.8725769719397173,-1.0101777222562636,-0.7411227931789939,-0.41752520945462723,-0.16250963391422613,,-1.0359938925094603,0.21621621621621623,0.0,0.13513513513513514,0.0,0.0,0.0,0.6486486486486487,0.5992259846468281
0.7564103285220958,48,0,1,0,1,0.0,0.0,0.0,0,0,-0.8338025984942081,-1.5941982799180563,1.5979029641477391,-1.37728948478854,0.7297790136731811,-1.4216812728115775,-0.2061996558200857,-1.7042658330363678,-1.4864720325820295,-1.4334803958594362,-0.7708516720304756,-0.6122033275115841,-1.5930648362901425,-0.7727573415363432,-0.17539494796203192,-1.4102484220122324,0.4,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666,-1.6039701452561428,-1.4778694899986078,0.6666666666666666,0.3333333333333333,-1.4102484220122324,-1.0101777222562636,-1.6675262846527361,-0.41752520945462723,-0.16250963391422613,,-1.5703034177059791,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,-0.028830265730602135
-0.0915753353705,24,0,1,0,1,0.0,0.0,0.0,0,0,0.07898264713740946,-1.4354829991773195,-0.05864520039348444,0.3560302713433722,1.1459749197274998,0.41896017164404564,-0.2061996558200857,0.026197163074499912,0.03348845368956165,-0.23020265850829025,-0.6850398821251962,-0.6122033275115841,-1.4069290323305053,-0.7102302332154596,-0.17539494796203192,-1.2758305594941035,0.3181818181818182,0.0,0.4090909090909091,0.045454545454545456,0.0,0.22727272727272727,-1.4678384187107882,-1.3197942544838908,0.5454545454545454,0.45454545454545453,-1.2758305594941035,-1.0101777222562636,-1.4822455863579878,-0.20048567326235403,-0.16250963391422613,,-1.405900486876281,0.22727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.6818181818181818,0.28519785945811293
